id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,mae,models_ensemble_count,r2,rmse,acc,auc,balacc,logloss
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,0,regression,-2.10929,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:52:59,277.7,266.3,4.4,24.0,1488669730,,1.49842,17.0,0.568659,2.10929,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,1,regression,-2.06884,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:56:51,273.6,264.9,1.6,24.0,1488669731,,1.39683,6.0,0.593822,2.06884,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,2,regression,-2.01758,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:47:12,260.2,249.3,4.1,24.0,1488669732,,1.46617,19.0,0.612739,2.01758,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,3,regression,-2.04664,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:46:29,254.0,243.8,3.7,24.0,1488669733,,1.4353,18.0,0.607204,2.04664,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,4,regression,-2.33767,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:54:25,269.2,258.9,3.7,24.0,1488669734,,1.57632,18.0,0.554336,2.33767,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,5,regression,-2.06955,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:50:49,252.2,241.9,4.0,24.0,1488669735,,1.45869,19.0,0.606431,2.06955,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,6,regression,-1.92266,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:56:01,279.4,268.7,3.9,24.0,1488669736,,1.3609,18.0,0.605521,1.92266,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,7,regression,-1.88624,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:53:57,260.9,250.5,3.7,24.0,1488669737,,1.33632,16.0,0.609636,1.88624,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,8,regression,-2.12828,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:47:16,268.2,256.4,4.5,24.0,1488669738,,1.46131,17.0,0.566976,2.12828,,,,
openml.org/t/359944,abalone,AutoGluon_norepeat,4h8c,9,regression,-2.07687,neg_rmse,aws,0.2.1b20210822,"{'presets': 'best_quality', 'num_bag_sets': 1, '_leaderboard_test': True}","dev [https://github.com/truebluejason/automlbenchmark, proxy-select, af815f7]",2021-08-22T21:46:48,266.1,255.8,3.9,24.0,1488669739,,1.48863,17.0,0.553259,2.07687,,,,
